sample_index,channel_1,label
0,4264.444621139124,strong_grip
0,4262.477667627057,strong_grip
0,4249.64776630971,strong_grip
0,4249.915987243175,strong_grip
0,4267.573865362867,strong_grip
0,4269.98785376404,strong_grip
0,4271.8206968093755,strong_grip
0,4249.8712837542635,strong_grip
0,4249.245434909515,strong_grip
0,4268.087955485339,strong_grip
0,4266.903313029207,strong_grip
1,4240.684716783133,strong_grip
1,4239.522426071457,strong_grip
1,4238.427190593146,strong_grip
1,4239.74594351601,strong_grip
1,4239.500074327001,strong_grip
1,4239.2989086269035,strong_grip
1,4240.192978405115,strong_grip
2,4236.393181847713,strong_grip
2,4234.269766124459,strong_grip
2,4235.74498125851,strong_grip
2,4235.387353347225,strong_grip
2,4237.063734181373,strong_grip
2,4237.22019639256,strong_grip
2,4237.153141159194,strong_grip
2,4236.527292314446,strong_grip
2,4237.041382436917,strong_grip
2,4234.850911480297,strong_grip
2,4236.9519754590965,strong_grip
2,4233.398048090702,strong_grip
2,4233.487455068524,strong_grip
2,4235.186187647127,strong_grip
2,4233.375696346247,strong_grip
2,4236.214367892071,strong_grip
2,4236.862568481275,strong_grip
2,4236.214367892071,strong_grip
2,4238.449542337602,strong_grip
2,4237.197844648104,strong_grip
2,4234.940318458119,strong_grip
2,4236.817864992365,strong_grip
2,4235.543815558412,strong_grip
2,4234.917966713663,strong_grip
2,4234.180359146638,strong_grip
2,4232.615737034766,strong_grip
2,4235.186187647127,strong_grip
2,4235.543815558412,strong_grip
2,4235.342649858314,strong_grip
2,4236.728458014543,strong_grip
2,4237.734286515032,strong_grip
2,4232.459274823579,strong_grip
2,4232.191053890116,strong_grip
2,4236.0132021919735,strong_grip
2,4240.4164958496685,strong_grip
2,4239.1871499046265,strong_grip
2,4237.577824303845,strong_grip
2,4234.515635313468,strong_grip
2,4235.163835902672,strong_grip
2,4237.019030692462,strong_grip
2,4237.8907487262195,strong_grip
2,4237.533120814935,strong_grip
2,4243.210463906582,strong_grip
2,4241.3552691167915,strong_grip
2,4242.606966806289,strong_grip
2,4240.50590282749,strong_grip
2,4241.087048183328,strong_grip
2,4241.93641447263,strong_grip
2,4241.93641447263,strong_grip
2,4241.690545283621,strong_grip
2,4243.299870884403,strong_grip
2,4244.0598301958835,strong_grip
2,4244.1715889181605,strong_grip
2,4245.020955207462,strong_grip
2,4245.847969752308,strong_grip
2,4241.757600516988,strong_grip
2,4240.863530738775,strong_grip
2,4243.322222628859,strong_grip
2,4243.433981351135,strong_grip
